english,polish,ID
tenets,założenia,2578
fierce,dziki,2579
disclosure,ujawnienie,2580
abductors,porywacze,2581
laced,splecione,2582
apart,niezależnie,2583
protecting grazing spaces,ochrony miejsc wypasu,2584
predominantly,przeważnie,2585
sedentary,siedzący,2586
elaborate,opracować,2587
short kinky hair,krótki splątane włosy,2588
tending towards corpulence,z tendencją do tuszy,2589
are stocky,są krępe,2590
captive,jeniec,2591
potter,garncarz,2592
code of conduct common,kodeks postępowania wspólnego,2593
most widely dispersed,najczęściej rozproszone,2594
"but two men
stepped forward","ale dwóch mężczyzn
 wystąpił na przód",2595
mountainous body,górzysty ciała,2596
he stared up,wpatrywał się,2597
nodded,przytaknął,2598
lowering,opuszczenie,2599
dreary,ponury,2600
fear,strach,2601
mosque,meczet,2602
decimated,zdziesiątkowana,2603
condemn,potępiać,2604
caution,ostrożność,2605
massacre,masakra,2606
come right away,pochodzić od razu,2607
obnoxious,nieprzyjemny,2608
rug,dywan,2609
cuddle up,wtulić się,2610
wrap it up,zawiń go,2611
dwarfs,karły,2612
animosity,animozja,2613
callous,stwardniały,2614
misconception,nieporozumienie,2615
enormous burden,ogromny ciężar,2616
morons.,kretyni .,2617
hallowed,święć,2618
art in heaven,jesteś w niebie,2619
thine,twój,2620
trespass,wykroczenie,2621
suing,pozwania,2622
slain,zabity,2623
credentials,listy uwierzytelniające,2624
afforded,zapewniono,2625
tendency,tendencja,2626
flatly,obojętnie,2627
elope,zbiec,2628
nuptials,zaślubin,2629
the curvaceous,wyprofilowana,2630
the prejudiced,pokrzywdzonych,2631
the vast majority,zdecydowana większość,2632
mourn,opłakiwać,2633
is tipped,jest typowany,2634
et to tie the knot,i wziąć ślub,2635
enclose,ująć,2636
executives,kierownictwo,2637
prior,wcześniejszy,2638
participating,uczestnicząc,2639
wowed,zachwycił,2640
beat the odds,pokonać wszelkie przeciwności losu,2641
firing,ostrzał,2642
inclusive,włącznie,2643
obscurity,zapomnienie,2644
steadfastly,wytrwale,2645
impeccably,nienagannie,2646
meddling,wtrącanie,2647
voracious,nienasycony,2648
method,metoda,2649
drifter,włóczęga,2650
out of time,brak czasu,2651
out of place,nie na miejscu,2652
whimper,biadolić,2653
entirely,całkowicie,2654
slyness of a slave,chytrość niewolnika,2655
slyness,chytrość,2656
amplify,wzmacniać,2657
attend,uczęszczać,2658
we are up against,jesteśmy przeciwko,2659
adjustment,regulacja,2660
imposes,nakłada,2661
consensus,zgoda,2662
always conducted,zawsze prowadzone,2663
implemented,realizowane,2664
elementary intervals,elementarne odstępy,2665
properties,nieruchomości,2666
implicitly,niejawnie,2667
implies,oznacza,2668
consecutive,kolejny,2669
depicts,przedstawia,2670
if segments merely,jeśli segmenty tylko,2671
intersects,przecina,2672
subsequent,kolejny,2673
bonfire,ognisko,2674
by scrambling,przez kodowania,2675
alter,zmieniać,2676
infinite,nieskończony,2677
in ascending order,w porządku rosnącym,2678
invaluable,bezcenny,2679
you invoke,wywołać,2680
embedded,wbudowany,2681
strung,naciągnięty,2682
strun,strun,2683
presumably,przypuszczalnie,2684
prompt,szybka,2685
peers,rówieśnicy,2686
notoriety,rozgłos,2687
and enrolled them,i zapisał je,2688
lineage,rodowód,2689
shatter,roztrzaskać,2690
mourning,żałoba,2691
he were dismissing,że zostały odwoływanie,2692
i have endeavoured,starałem,2693
recoil,odrzut,2694
flinch,wzdrygnąć się,2695
flinched,wzdrygnął,2696
ship,okręt,2697
angling,wędkarstwo,2698
sanity,zdrowie psychiczne,2699
you are way off beat,jesteś daleko pokonać,2700
frequency,częstotliwość,2701
patterns,wzory,2702
ambiguity,dwuznaczność,2703
comprehensible input,wejście zrozumiałe,2704
relevance,znaczenie,2705
dispel,rozwiać,2706
squirrel,wiewiórka,2707
expanding,rozszerzenie,2708
you easily empathize with the concerns of other people,łatwo wczuć się w problemy innych ludzi,2709
you easily see the general principle behind specific occurrences,od razu widać ogólną zasadę za konkretnych zdarzeń,2710
you are inclined to rely more on improvisation than on prior planning,"jesteś skłonny do bardziej polegać na improwizacji, niż na wcześniejszym planowaniu",2711
strict observance of the established rules is likely to prevent attaining a good outcome,ścisłe przestrzeganie ustalonych zasad może zapobiec osiągnięciu dobrego rezultatu,2712
compassion,współczucie,2713
engaged,zajęty,2714
uncertain,niepewny,2715
"in the aftermath of the attack, setting up a makeshift operating theater in an undamaged room.","w następstwie ataku, utworzenie prowizoryczną salę operacyjną w nieuszkodzonym pokoju.",2716
emerged,pojawiły,2717
justify,usprawiedliwiają,2718
deliberately,celowo,2719
outwit,przechytrzyc,2720
i was knocked out,i został znokautowany,2721
retrieval day,pobieranie dni,2722
bruise,siniak,2723
fertility,płodność,2724
lateral part of the elbow.,części boczne łokcia.,2725
tendon,ścięgno,2726
attendance,frekwencja,2727
dicey,ryzykowny,2728
outnumbered,przewagę liczebną,2729
get bogged down,ugrzęznąć,2730
were wedded,były przywiązane,2731
detachment of the rebellion,oddział buntu,2732
break off,zerwać,2733
reading of a will,odczytanie testamentu,2734
defrocked,zawieszony w pełnieniu obowiązków (do księży),2735
historic injustice,historyczną niesprawiedliwością,2736
betrays,zdradza,2737
shrinking,kurczący się,2738
spared,oszczędził,2739
proficiency,biegłość,2740
stumble,potknąć się,2741
outrage,skandal,2742
reject,odrzucać,2743
splendid,wspaniały,2744
hauling,ciągnięcia,2745
enrolled,studia,2746
the price has rebounded,cena odbił,2747
infrared camera,kamera termowizyjna,2748
to appeal,do odwołania,2749
pre-approved mortgage,wstępną akceptację hipotecznych,2750
southpaw,mańkut,2751
pull off,ściągać,2752
before he was sent to the canvas,zanim został wysłany na płótnie,2753
had pulled ahead,pociągnął do przodu,2754
barely,ledwo,2755
unleashed,uwolniona,2756
rocked,kołysał,2757
is indispensable,jest niezbędna,2758
"of bailouts,","z akcji ratunkowych,",2759
deter,powstrzymać,2760
justified,usprawiedliwiony,2761
spit on,napluć na,2762
departing,odlatujących,2763
dejected,przygnębiony,2764
undertake,podjąć,2765
shavitz's likeness is featured on the burt's bees products,podobieństwo shavitz jest opisywany na produkty burt bees na,2766
sniff out,wywęszyć,2767
perpetually,permanentnie,2768
the jagged,postrzępione,2769
what does he plan to do here,co on zamierza zrobić tutaj,2770
was she vampire too,czy zostala ona wampirzycą,2771
pull me away,mnie odciągnąć,2772
leant over,pochylił się nad,2773
beside her,obok niej,2774
leaning out,wychylając się,2775
wreck,wrak,2776
cruel,okrutny,2777
restless,niespokojny,2778
swap,zamiana,2779
"i get the impression though that some people never pay and believe they come out ahead even with the occasional fine. it’s hard to tell though, but i have yet to see a ticket inspector.","mam wrażenie jednak, że niektórzy ludzie nigdy nie płacą i wierzę, że wyjdzie do przodu, nawet od czasu do czasu grzywny. trudno jednak powiedzieć, ale muszę jeszcze zobaczyć konduktora.",2780
to facilitate,ułatwić,2781
overdue,spóźniony,2782
i will seek a qualified polygraph examiner to put to rest any and all allegations.,postaram się z wykwalifikowanym kłamstw egzaminatora do rozwiane wszelkie zarzuty.,2783
officer in charge in prison,oficer w więzieniu,2784
outrageous,skandaliczny,2785
girl – allegedly – does so reluctantly.,dziewczyna - rzekomo - nie tak niechętnie.,2786
reluctantly.,niechętnie.,2787
endanger,narazić,2788
were greeted,powitał,2789
neglected,zaniedbany,2790
flimsy allegation,słaby zarzut,2791
spitting,plucie,2792
legalese and gobbledygook,uwagi prawne i bełkot,2793
when engaging,angażując,2794
comprehend them,zrozumieć ich,2795
ebony,heban,2796
and worships a large crystal,i czci duży kryształ,2797
"and slipped the jewel into the palm
of her hand","i wsunął klejnot w dłoni
 jej z ręki",2798
"he is leaning over
a desk covered with papers","jest on oparty na
biurko pokryte papierami",2799
he utters one cry of joy,wypowiada jeden okrzyk radości,2800
thimble,naparstek,2801
"lanterns hanging to the masts
of the ships","lampiony wiszące na masztach
 statków",2802
over the roofs of the town,nad dachami miasta,2803
in his beak,w jego dziobie,2804
agility,zwinność,2805
like withered leaves,jak zwiędłe liście,2806
"sword-hilt
bring her the ruby out of my sword-hilt","rękojeść miecza
 przyniósł jej rubin z mojej rękojeści miecza",2807
sword-hilt,rękojeść miecza,2808
she is a seamstress,ona jest krawcową,2809
she has coarse,ona ma grube,2810
drenched me,zalewasz mnie,2811
call a spade a spade,nazwać rzeczy po imieniu,2812
sewers,kanalizacji,2813
secluded,zaciszne,2814
give me away,give me away,2815
sniffed angrily,prychnęła gniewnie,2816
pavement,chodnik,2817
"he chuckled and
muttered","zaśmiał się i 
mruknął",2818
the cat's tail twitched,ogon kota drgnął,2819
drifting into an uneasy sleep,dryfuje w niespokojny sen,2820
peered down,spojrzał w dół,2821
purse,zaciskać usta,2822
snapped,warknął,2823
mumbled,wymamrotał,2824
downpour,ulewa,2825
dursley stood rooted to the spot,dursley stanęła wryta,2826
rectangle,prostokąt,2827
unbearable,nieznośny,2828
treason,zdrada,2829
cocky,zarozumiały,2830
regret,żałować,2831
property,właściwość,2832
sneak peak,zajawka,2833
privilege,przywilej,2834
legible,czytelny,2835
finder,znalazca,2836
founder,założyciel,2837
unless,chyba że,2838
weep,płakać,2839
feature,właściwość,2840
properties,właściwości,2841
negligent,niedbały,2842
repel,budzić wstręt w kimś,2843
repeal,uchylać,2844
retrieve,wyszukać informacje,2845
upset,zdenerwowany,2846
mock,drwić,2847
syringe,strzykawka,2848
crucial,istotny,2849
distinguish,rozróżniać,2850
clue,wskazówka,2851
lavish,rozrzutny,2852
confident,pewność,2853
pot,garnek,2854
rye,żyto,2855
redemption,odkupienie,2856
justifies,uzasadnia,2857
scar,blizna,2858
